'schluessel','lfdnr','baumnr','ortsteil','plz','strasse','hausnr','xkoord','ykoord','l_geogr','b_geogr','bsgroesse','baumartbot','baumartdt','buegel','buegelerf','bsmulch','bssplitt','bserw','bsfraesen','material','bemerk','status','id','version','pflanzp','spendenstatus','reserviert_bis'
'0312H100','100',' 14/2 - 0057','Prenzlauer Berg','10437','Ystader Straße','14','24586.82','25040.80',13.404908479599999538,52.548135438599999247,'2','Acer rubrum','Rot-Ahorn','','2','','x','','2','','','GEPFLANZT',699,0,1,'',NULL
'0312H101','101',' 2/1 - 0004','Prenzlauer Berg','10437','Buchholzer Straße','2','24243.14','25784.92',13.415890859799999291,52.545064120100001048,'2','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',700,0,1,'',NULL
'0312H102','102',' 5A/1 - 0010','Prenzlauer Berg','10437','Buchholzer Straße','5A','24254.32','25718.47',13.414902781600000381,52.545161209600003360,'3','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',701,0,1,'',NULL
'0312H103','103',' 11/1 - 0021','Prenzlauer Berg','10437','Buchholzer Straße','11','24256.15','25626.08',13.413546580600000269,52.545176750199999560,'0,3','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',702,0,1,'',NULL
'0312H104','104',' 13/1 - 0024','Prenzlauer Berg','10437','Buchholzer Straße','13','24251.60','25654.36',13.413959484799999444,52.545141546199999993,'0,3','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',703,0,1,'',NULL
'0312H105','105',' 14/1 - 0037','Prenzlauer Berg','10437','Buchholzer Straße','14','24250.04','25661.84',13.414077494500000753,52.545123785000001249,'1','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','','','Stubben sichtbar','GEPFLANZT',704,0,1,'',NULL
'0312H106','106',' 19/1 - 0054','Prenzlauer Berg','10437','Buchholzer Straße','19','24236.05','25748.83',13.415360509499999253,52.545000269299997342,'3','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','','GEPFLANZT',705,0,1,'',NULL
'0312H107','107',' 22/1 - 0034','Prenzlauer Berg','10437','Buchholzer Straße','22','24231.13','25778.04',13.415788193999999223,52.544956098800000177,'0,3','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',706,0,1,'',NULL
'0312H108','108',' 13/3 - 0020','Prenzlauer Berg','10407','Dietrich-Bonhoeffer-Straße','13','22982.46','27110.29',13.435471034000000756,52.533765302600002656,'4','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',707,0,1,'',NULL
'0312H109','109',' 1/1 - 0001','Prenzlauer Berg','10437','Gaudystraße','1','24435.59','25567.11',13.412669035100000414,52.546792746100003058,'2,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',708,0,1,'',NULL
'0312H110','110',' 1/2 - 0134','Prenzlauer Berg','10437','Gaudystraße','1','24433.37','25557.75',13.412536497999999696,52.546765546899997901,'3','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',709,0,1,'',NULL
'0312H111','111',' 2/2 - 0004','Prenzlauer Berg','10437','Gaudystraße','2','24426.68','25532.75',13.412168238099999584,52.546710961300000520,'2,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',710,0,1,'',NULL
'0312H112','112',' 3/2 - 0115','Prenzlauer Berg','10437','Gaudystraße','3','24423.31','25518.96',13.411962041000000667,52.546674641499997449,'4','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',711,0,1,'',NULL
'0312H113','113',' 8/1 - 0013','Prenzlauer Berg','10437','Gaudystraße','8','24403.97','25442.67',13.410842571599999928,52.546501862600003108,'2,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',712,0,1,'',NULL
'0312H114','114',' 8/2 - 0127','Prenzlauer Berg','10437','Gaudystraße','8','24402.02','25435.74',13.410739473999999660,52.546483701600003258,'3','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',713,0,1,'',NULL
'0312H115','115',' 9/1 - 0015','Prenzlauer Berg','10437','Gaudystraße','9','24400.43','25429.31',13.410636376499999400,52.546465540500001623,'2,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','3','','Stubben sichtbar','GEPFLANZT',714,0,1,'',NULL
'0312H116','116',' 9/2 - 0016','Prenzlauer Berg','10437','Gaudystraße','9','24398.70','25422.02',13.410533235000000829,52.546456365799997457,'2,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Austausch erforderlich','GEPFLANZT',715,0,1,'',NULL
'0312H117','117',' 23/2 - 0119','Prenzlauer Berg','10437','Gaudystraße','23','24402.40','25484.28',13.411447032999999962,52.546484989399999677,'3,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',716,0,1,'',NULL
'0312H118','118',' 24/1 - 0088','Prenzlauer Berg','10437','Gaudystraße','24','24404.15','25491.54',13.411564871699999557,52.546503176599998142,'2','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',717,0,1,'',NULL
'0312H119','119',' 24/2 - 0089','Prenzlauer Berg','10437','Gaudystraße','24','24406.80','25500.95',13.411697407400000159,52.546530376799999829,'2','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',718,0,1,'',NULL
'0312H120','120',' 25/2 - 0120','Prenzlauer Berg','10437','Gaudystraße','25','24410.23','25514.92',13.411903647400000850,52.546557710599998359,'3,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',719,0,1,'',NULL
'0312H121','121',' 26/2 - 0121','Prenzlauer Berg','10437','Gaudystraße','26','24414.06','25530.11',13.412124584800000804,52.546594057199996541,'3,5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',720,0,1,'',NULL
'0312H122','122',' 27/2 - 0094','Prenzlauer Berg','10437','Gaudystraße','27','24420.94','25556.75',13.412522281699999382,52.546657682700001146,'4','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',721,0,1,'',NULL
'0312H123','123',' 27/3 - 0123','Prenzlauer Berg','10437','Gaudystraße','27','24424.69','25571.93',13.412743220099999419,52.546694028099999230,'5','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','','GEPFLANZT',722,0,1,'',NULL
'0312H124','124',' 11/2 - 0022','Prenzlauer Berg','10437','Gneiststraße','11','24148.50','25737.79',13.415202164700000154,52.544209170499996731,'3,5','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',723,0,1,'',NULL
'0312H125','125',' 13/2 - 0025','Prenzlauer Berg','10437','Gneiststraße','13','24153.58','25708.75',13.414774443700000717,52.544262325399998304,'2,5','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',724,0,1,'',NULL
'0312H126','126',' 16/2 - 0030','Prenzlauer Berg','10437','Gneiststraße','16','24161.44','25660.50',13.414051876500000304,52.544323936300003197,'2,5','Crataegus lavalleei „Carrierei“','Lederblättriger Weißdorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',725,0,1,'',NULL
'0312H127','127',' 1/2 - 0001','Prenzlauer Berg','10437','Greifenhagener Straße','1','24181.51','25701.20',13.414655311400000670,52.544513735499997154,'4','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',726,0,1,'',NULL
'0312H128','128',' 2/1 - 0002','Prenzlauer Berg','10437','Greifenhagener Straße','2','24192.32','25703.08',13.414684359000000669,52.544603653000002907,'4','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',727,0,1,'',NULL
'0312H129','129',' 4/1 - 0005','Prenzlauer Berg','10437','Greifenhagener Straße','4','24219.36','25707.75',13.414756891899999758,52.544846419499997126,'1','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',728,0,1,'',NULL
'0312H130','130',' 5/1 - 0007','Prenzlauer Berg','10437','Greifenhagener Straße','5','24266.33','25715.00',13.414858041600000504,52.545268968199998483,'4','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',729,0,1,'',NULL
'0312H131','131',' 5/3 - 0200','Prenzlauer Berg','10437','Greifenhagener Straße','5','24283.55','25717.44',13.414886744300000387,52.545430777299998226,'3','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','','GEPFLANZT',730,0,1,'',NULL
'0312H132','132',' 67/1 - 0121','Prenzlauer Berg','10437','Greifenhagener Straße','67','24189.94','25690.45',13.414492823199999805,52.544585336899999106,'4','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',731,0,1,'',NULL
'0312H133','133',' 68/1 - 0122','Prenzlauer Berg','10437','Greifenhagener Straße','68','24180.70','25688.93',13.414478472800000830,52.544504432300001895,'4','Fraxinus ornus Rotterdam“','Blumen-Esche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',732,0,1,'',NULL
'0312H134','134',' 6/2 - 0008','Prenzlauer Berg','10439','Isländische Straße','6','25024.38','24776.73',13.400996626199999540,52.552055168400002572,'2','Ulmus hybride „Regal“','Ulme','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',733,0,1,'',NULL
'0312H135','135',' 9/1 - 0011','Prenzlauer Berg','10439','Isländische Straße','9','25016.85','24724.07',13.400215588300000036,52.551990772000003460,'2,5','Ulmus hybride „Regal“','Ulme','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',734,0,1,'',NULL
'0312H136','136',' 9/2 - 0012','Prenzlauer Berg','10439','Isländische Straße','9','25014.78','24709.61',13.400009283799999338,52.551972404300002495,'2','Ulmus hybride „Regal“','Ulme','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',735,0,1,'',NULL
'0312H137','137',' 10/1 - 0013','Prenzlauer Berg','10439','Isländische Straße','10','25002.90','24717.54',13.400127780000000044,52.551864792499998202,'3','Ulmus hybride „Regal“','Ulme','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',736,0,1,'',NULL
'0312H138','138',' 10/2 - 0014','Prenzlauer Berg','10439','Isländische Straße','10','25003.75','24725.92',13.400245674700000720,52.551874004500000126,'3','Ulmus hybride „Regal“','Ulme','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',737,0,1,'',NULL
'0312H139','139',' 5/3 - 0008','Prenzlauer Berg','10407','Käthe-Niederkirchner-Straße','5','22714.47','26714.16',13.429646128599999955,52.531347357000001352,'3','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',738,0,1,'',NULL
'0312H140','140',' 15/1 - 0025','Prenzlauer Berg','10407','Käthe-Niederkirchner-Straße','15','22613.22','26860.89',13.431816299799999470,52.530443304199998522,'2','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',739,0,1,'',NULL
'0312H141','141',' 1/1 - 0001','Prenzlauer Berg','10437','Korsörer Straße','1','24562.00','25037.52',13.404865387599999238,52.547910694300000500,'3,5','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',740,0,1,'',NULL
'0312H142','142',' 2/1 - 0003','Prenzlauer Berg','10437','Korsörer Straße','2','24557.25','25002.95',13.404349669500000175,52.547864794699997049,'4','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',741,0,1,'',NULL
'0312H143','143',' 7/2 - 0009','Prenzlauer Berg','10437','Korsörer Straße','7','24543.77','24912.44',13.403008807599999130,52.547745445300002132,'3','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',742,0,1,'',NULL
'0312H144','144',' 21/2 - 0037','Prenzlauer Berg','10437','Korsörer Straße','21','24537.95','24953.11',13.403613471199999907,52.547692666300001463,'3','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',743,0,1,'',NULL
'0312H145','145',' 22/2 - 0090','Prenzlauer Berg','10437','Korsörer Straße','22','24539.46','24966.51',13.403819802699999286,52.547702041199997325,'4','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','','','','GEPFLANZT',744,0,1,'',NULL
'0312H146','146',' 23/1 - 0039','Prenzlauer Berg','10437','Korsörer Straße','23','24541.85','24980.42',13.404011302100000691,52.547729361000001802,'3','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',745,0,1,'',NULL
'0312H147','147',' 25/3 - 0044','Prenzlauer Berg','10437','Korsörer Straße','25','24550.56','25042.40',13.404924850700000505,52.547811953699998355,'4','Acer campestre \'Elsrijk\'','Feldahorn','','2','','x','','3','','Stubben sichtbar','GEPFLANZT',746,0,1,'',NULL
'0312H148','148',' 30/2 - 0178','Prenzlauer Berg','10437','Lychener Straße','30','24028.46','25861.19',13.417020326599999436,52.543134016899998073,'3','Tilia cordata „Lorberg“','Winterlinde','','2','','x','','','','Austausch JB erforderlich','GEPFLANZT',747,0,1,'',NULL
'0312H149','149',' 49/1 - 0080','Prenzlauer Berg','10437','Lychener Straße','49','24169.93','25942.25',13.418208199600000441,52.544412203299998509,'4','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',748,0,1,'',NULL
'0312H150','150',' 51/2 - 0084','Prenzlauer Berg','10437','Lychener Straße','51','24190.32','25956.32',13.418413711099999475,52.544592295800001125,'6','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',749,0,1,'',NULL
'0312H151','151',' 52/1 - 0085','Prenzlauer Berg','10437','Lychener Straße','52','24170.59','25959.69',13.418473479299999340,52.544421656499999074,'6','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',750,0,1,'',NULL
'0312H152','152',' 62/2 - 0097','Prenzlauer Berg','10437','Lychener Straße','62','24229.44','26000.52',13.419075366699999563,52.544943932599998959,'6','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',751,0,1,'',NULL
'0312H153','153',' 64/2 - 0103','Prenzlauer Berg','10437','Lychener Straße','64','24267.10','26026.56',13.419457007200000120,52.545286089599997581,'6','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',752,0,1,'',NULL
'0312H154','154',' 66/1 - 0108','Prenzlauer Berg','10437','Lychener Straße','66','24275.71','26032.59',13.419545069199999787,52.545367122499996526,'6','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',753,0,1,'',NULL
'0312H155','155',' 66/3 - 0110','Prenzlauer Berg','10437','Lychener Straße','66','24290.84','26042.99',13.419691839800000466,52.545502177300001279,'6','Gleditsia triacanthos „Skyline“','Gleditschie','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',754,0,1,'',NULL
'0312H156','156',' 67/2 - 0112','Prenzlauer Berg','10437','Lychener Straße','67','24349.65','26066.72',13.420043122999999241,52.546032996699999273,'4','Alnus spaethii','Erle','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',755,0,1,'',NULL
'0312H157','157',' 76/2 - 0124','Prenzlauer Berg','10437','Lychener Straße','76','24397.15','26116.60',13.420778180899999299,52.546456644300000960,'4','Alnus spaethii','Erle','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',756,0,1,'',NULL
'0312H158','158',' 12/1 - 0068','Prenzlauer Berg','10439','Meyerheimstraße','12','24657.14','26584.75',13.427666318800000056,52.548804917799998293,'5','Ulmus hybride „Regal“','Ulme','','2','','x','','1','','Stubben sichtbar','GEPFLANZT',757,0,1,'',NULL
'0312H159','159',' 12A/1 - 0055','Prenzlauer Berg','10439','Meyerheimstraße','12A','24646.19','26579.47',13.427578316299999983,52.548705918000003123,'4','Ulmus hybride „Regal“','Ulme','','2','','x','','1','','Stubben sichtbar','GEPFLANZT',758,0,1,'',NULL
'0312H160','160',' 13/1 - 0056','Prenzlauer Berg','10439','Meyerheimstraße','13','24635.90','26574.29',13.427505015099999497,52.548615929400000368,'4','Ulmus hybride „Regal“','Ulme','','2','','x','','1','','Stubben sichtbar','GEPFLANZT',759,0,1,'',NULL
'0312H161','161',' 13/2 - 0072','Prenzlauer Berg','10439','Meyerheimstraße','13','24625.51','26569.17',13.427431714100000804,52.548525940700002934,'4','Ulmus hybride „Regal“','Ulme','','2','','x','','1','','Stubben sichtbar','GEPFLANZT',760,0,1,'',NULL
'0312H162','162',' 3/2 - 0005','Prenzlauer Berg','10437','Milastraße','3','24285.14','25458.53',13.411083661899999342,52.545432902700000000,'3','Acer platanoides \'Olmstedt\'','Spitzahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',761,0,1,'',NULL
'0312H163','163',' 5/2 - 0035','Prenzlauer Berg','10437','Milastraße','5','24272.57','25456.59',13.411054709100000082,52.545325011499997458,'2','Acer platanoides \'Olmstedt\'','Spitzahorn','','2','','x','','2','','','GEPFLANZT',762,0,1,'',NULL
'0312H164','164',' 5/4 - 0034','Prenzlauer Berg','10437','Milastraße','5','24269.18','25478.82',13.411379174200000364,52.545289655499999526,'2','Acer platanoides \'Olmstedt\'','Spitzahorn','','2','','x','','2','','','GEPFLANZT',763,0,1,'',NULL
'0312H165','165',' 6/1 - 0036','Prenzlauer Berg','10437','Milastraße','6','24267.87','25486.66',13.411497141499999941,52.545280883300002017,'2','Acer platanoides \'Olmstedt\'','Spitzahorn','','2','','x','','2','','','GEPFLANZT',764,0,1,'',NULL
'0312H166','166',' 6/4 - 0015','Prenzlauer Berg','10437','Milastraße','6','24264.84','25506.44',13.411777340800000502,52.545254432400000155,'4','Acer platanoides \'Olmstedt\'','Spitzahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',765,0,1,'',NULL
'0312H167','167',' 1/1 - 0019','Prenzlauer Berg','10439','Nordkapstraße','1','25295.87','25134.94',13.406262262800000329,52.554509421200002350,'3','Tilia cordata \" Greenspire\"','Winterlinde','','2','','x','','2','','','GEPFLANZT',766,0,1,'',NULL
'0312H168','168',' 3/1 - 0006','Prenzlauer Berg','10439','Nordkapstraße','3','25332.53','25138.70',13.406319571899999232,52.554842029500001388,'3','Carpinus betulus \"Fastigiata\"','Hainbuche','','2','','x','','2','','','GEPFLANZT',767,0,1,'',NULL
'0312H169','169',' 6/1 - 0012','Prenzlauer Berg','10439','Nordkapstraße','6','25350.66','25153.61',13.406539916899999909,52.555004196799998795,'3','Carpinus betulus \"Fastigiata\"','Hainbuche','','2','','x','','2','','','GEPFLANZT',768,0,1,'',NULL
'0312H170','170',' V /1 - 0074','Prenzlauer Berg','10437','Pappelallee','V1','24223.90','25813.95',13.416319145499999266,52.544894137100001785,'1','Prunus serrul.\"Kanzan\"','Japanische Blütenkirsche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',769,0,1,'',NULL
'0312H171','171',' 69/1 - 0099','Prenzlauer Berg','10437','Pappelallee','69','24216.45','25805.99',13.416201566899999875,52.544822035800002880,'3','Prunus serrul.\"Amanogawa\"','Säulen-Zierkirsche','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',770,0,1,'',NULL
'0312H172','172',' 14/2 - 0031','Prenzlauer Berg','10409','Schieritzstraße','14','24305.17','27400.29',13.439694163100000424,52.545661252000002150,'1','Acer platanoides „Cleveland“','Spitzahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',771,0,1,'',NULL
'0312H173','173',' 21/2 - 0112','Prenzlauer Berg','10409','Schieritzstraße','21','24294.44','27441.79',13.440313684799999550,52.545563376300002290,'1,5','Acer platanoides „Cleveland“','Spitzahorn','','2','','x','','2','','','GEPFLANZT',772,0,1,'',NULL
'0312H174','174',' 23/4 - 0044','Prenzlauer Berg','10409','Schieritzstraße','23','24285.86','27455.23',13.440505615599999345,52.545491785700001230,'2','Acer platanoides „Cleveland“','Spitzahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',773,0,1,'',NULL
'0312H175','175',' 34/2 - 0079','Prenzlauer Berg','10409','Schieritzstraße','34','24222.72','27533.83',13.441672493800000510,52.544927461699998616,'1','Acer platanoides „Cleveland“','Spitzahorn','','2','','x','','2','','Stubben sichtbar','GEPFLANZT',774,0,1,'',NULL
